LogID	Event	Time
91	Step E	2023-04-08 00:11:52.154383
91	Step C	2023-04-08 00:11:52.667820
92	Step A	2023-04-08 00:11:53.183024
92	Step B	2023-04-08 00:11:53.693775
92	Step C	2023-04-08 00:11:54.205821
92	Step D	2023-04-08 00:11:54.713772
92	Step E	2023-04-08 00:11:55.226954
92	Step F	2023-04-08 00:11:55.741055
92	Step H	2023-04-08 00:11:56.250305
93	Step A	2023-04-08 00:11:56.758172
93	Step B	2023-04-08 00:11:57.269216
93	Step D	2023-04-08 00:11:57.780808
93	Step E	2023-04-08 00:11:58.294393
93	Step G	2023-04-08 00:11:58.807377
93	Step H	2023-04-08 00:11:59.318910
93	Step C	2023-04-08 00:11:59.831634
94	Step A	2023-04-08 00:12:00.343519
94	Step B	2023-04-08 00:12:00.853803
94	Step D	2023-04-08 00:12:01.365855
94	Step G	2023-04-08 00:12:01.877773
94	Step H	2023-04-08 00:12:02.390878
94	Step E	2023-04-08 00:12:02.901701
94	Step C	2023-04-08 00:12:03.412262
95	Step A	2023-04-08 00:12:03.923020
95	Step B	2023-04-08 00:12:04.436973
95	Step D	2023-04-08 00:12:04.949142
95	Step F	2023-04-08 00:12:05.460980
95	Step H	2023-04-08 00:12:05.974460
95	Step E	2023-04-08 00:12:06.486950
95	Step C	2023-04-08 00:12:06.999319
96	Step A	2023-04-08 00:12:07.510450
96	Step B	2023-04-08 00:12:08.022252
96	Step C	2023-04-08 00:12:08.532475
96	Step D	2023-04-08 00:12:09.044333
96	Step G	2023-04-08 00:12:09.557666
96	Step H	2023-04-08 00:12:10.069341
96	Step E	2023-04-08 00:12:10.581016
97	Step A	2023-04-08 00:12:11.093189
97	Step B	2023-04-08 00:12:11.605508
97	Step D	2023-04-08 00:12:12.117938
97	Step E	2023-04-08 00:12:12.631789
97	Step F	2023-04-08 00:12:13.147618
97	Step H	2023-04-08 00:12:13.656046
97	Step C	2023-04-08 00:12:14.167502
98	Step A	2023-04-08 00:12:14.675610
98	Step B	2023-04-08 00:12:15.185575
98	Step D	2023-04-08 00:12:15.696841
98	Step G	2023-04-08 00:12:16.211615
98	Step H	2023-04-08 00:12:16.725549
98	Step E	2023-04-08 00:12:17.237209
98	Step C	2023-04-08 00:12:17.749349
99	Step A	2023-04-08 00:12:18.260749
99	Step B	2023-04-08 00:12:18.775676
99	Step D	2023-04-08 00:12:19.288679
99	Step F	2023-04-08 00:12:19.800793
99	Step H	2023-04-08 00:12:20.310130
99	Step E	2023-04-08 00:12:20.822558
99	Step C	2023-04-08 00:12:21.336105
100	Step A	2023-04-08 00:12:21.851809
100	Step B	2023-04-08 00:12:22.363713
100	Step D	2023-04-08 00:12:22.875150
100	Step E	2023-04-08 00:12:23.389575
100	Step F	2023-04-08 00:12:23.900588
100	Step H	2023-04-08 00:12:24.409729
100	Step C	2023-04-08 00:12:24.918947
